id,name,surname,researchfield,university,age
16020,Charles,Papadopoulos-White,Software,Aarhus University,47
16021,Barbara G. H.,Papadopoulos-Harris,Health,PSL University,51
16022,Brian K. R.,Papadopoulos-Sanchez,Telecommunications,Cornell University,51
16023,Mark,Papadopoulos-Clark,Advertising & Marketing,Sapienza University of Rome,46
16024,Anthony,Papadopoulos-Ramirez,IT System Development,Politecnico di Milano,54
16025,Mark,Papadopoulos-Lewis,Real Estate,University of Bristol,39
16026,Olivia U. Y.,Papadopoulos-Robinson,Business Products & Services,University of Bologna,26
16027,Thomas,Papadopoulos-Walker,Business Products & Services,California Institute of Technology,26
16028,Margaret,Papadopoulos-Young,Business Products & Services,University of Michigan,51
16029,Ethan D. D.,Papadopoulos-Allen,Health,University of Vienna,34
16030,Camila E. X.,Papadopoulos-King,Government Services,Sapienza University of Rome,41
16031,Steven L. C.,Papadopoulos-Wright,Insurance,National and Kapodistrian University of Athens,35
16032,Mark B. W.,Papadopoulos-Scott,Education,University of Zurich,54
16033,Grace R. R.,Papadopoulos-Torres,Food & Beverage,Georgia Institute of Technology,31
16034,Mateo N. E.,Papadopoulos-Nguyen,Retail,University of Glasgow,44
16035,Barbara Y. T.,Papadopoulos-Hill,Health,RWTH Aachen University,32
16036,Joseph,Papadopoulos-Flores,Insurance,KU Leuven,32
16037,Evelyn N. B.,Papadopoulos-Green,Health,KU Leuven,28
16038,Patricia,Papadopoulos-Adams,IT Management,Sorbonne University,47
16039,Susan,Papadopoulos-Nelson,Advertising & Marketing,Stockholm University,30
16040,Camila C. M.,Papadopoulos-Baker,IT Services,Autonomous University of Barcelona,28
16041,Charles,Papadopoulos-Hall,Education,KTH Royal Institute of Technology,52
16042,Nancy,Papadopoulos-Rivera,Government Services,Yale University,42
16043,Evelyn Q. W.,Papadopoulos-Campbell,Construction,ETH Zurich,54
16044,Margaret,Papadopoulos-Mitchell,Software,Trinity College Dublin,42
16045,George S. D.,Papadopoulos-Carter,Health,University of Bologna,32
16046,Michael,Papadopoulos-Roberts,Food & Beverage,Delft University of Technology,40
16047,Olivia J. F.,Papadopoulos-Phillips,Retail,University of Warsaw,38
16048,Christopher L. X.,Papadopoulos-Evans,Government Services,University College Dublin,27
16049,David,Papadopoulos-Turner,Manufacturing,Jagiellonian University,52
16050,Jessica U. K.,Papadopoulos-Diaz,Advertising & Marketing,Columbia University,47
16051,Brian H. J.,Papadopoulos-Parker,Consumer Products & Services,Charles University,30
16052,Joseph C. X.,Papadopoulos-Cruz,Financial Services,RWTH Aachen University,34
16053,Betty Y. A.,Papadopoulos-Edwards,Health,University of Copenhagen,28
16054,Patricia,Papadopoulos-Collins,Retail,University of Copenhagen,32
16055,Donna B. Z.,Papadopoulos-Reyes,Health,RWTH Aachen University,45
16056,Donald,Papadopoulos-Stewart,Consumer Products & Services,Cornell University,30
16057,Emily N. T.,Papadopoulos-Morris,Consumer Products & Services,Sapienza University of Rome,45
16058,Mary W. A.,Papadopoulos-Morales,Real Estate,Sorbonne University,36
16059,Joshua R. C.,Papadopoulos-Murphy,Software,The University of Texas at Austin,26
16060,Chloe O. Q.,Papadopoulos-Cook,Business Products & Services,Cornell University,46
16061,Ella M. X.,Papadopoulos-Rogers,Software,Aristotle University of Thessaloniki,46
16062,Joseph,Papadopoulos-Gutierrez,Advertising & Marketing,University of Zurich,28
16063,Ronald E. E.,Papadopoulos-Ortiz,Construction,Complutense University of Madrid,35
16064,Kimberly Q. C.,Papadopoulos-Morgan,Human Resources,Columbia University,45
16065,William P. N.,Papadopoulos-Cooper,Advertising & Marketing,University of Edinburgh,43
16066,Michael,Papadopoulos-Peterson,Manufacturing,RWTH Aachen University,41
16067,Karen,Papadopoulos-Bailey,Construction,University of Lisbon,40
16068,Patricia,Papadopoulos-Reed,Business Products & Services,University of Barcelona,45
16069,Michelle X. B.,Papadopoulos-Kelly,Business Products & Services,University of Warwick,24
16070,Benjamin V. S.,Papadopoulos-Howard,IT System Development,London School of Economics and Political Science,51
16071,Jeffrey A. F.,Papadopoulos-Ramos,Software,Heidelberg University,52
16072,Betty,Papadopoulos-Kim,Consumer Products & Services,Trinity College Dublin,48
16073,Brian O. Q.,Papadopoulos-Cox,Software,University of Geneva,54
16074,Donna Q. R.,Papadopoulos-Ward,Consumer Products & Services,London School of Economics and Political Science,35
16075,Christopher H. C.,Papadopoulos-Richardson,Government Services,University of Manchester,29
16076,Andrew,Papadopoulos-Watson,Manufacturing,Autonomous University of Barcelona,43
16077,Donna F. R.,Papadopoulos-Brooks,Business Products & Services,Autonomous University of Barcelona,50
16078,Anthony Q. I.,Papadopoulos-Chavez,Consumer Products & Services,Charles University,49
16079,Barbara,Papadopoulos-Wood,Construction,Yale University,30
16080,Thomas,Papadopoulos-James,Manufacturing,KTH Royal Institute of Technology,50
16081,Lisa H. S.,Papadopoulos-Bennett,Human Resources,LMU Munich,38
16082,Elena O. E.,Papadopoulos-Gray,Real Estate,University of Pennsylvania,39
16083,Nancy,Papadopoulos-Mendoza,IT System Development,University of Geneva,37
16084,Henry R. U.,Papadopoulos-Ruiz,Financial Services,University of Glasgow,32
16085,Margaret,Papadopoulos-Hughes,Logistics & Transportation,ETH Zurich,26
16086,Charles X. V.,Papadopoulos-Price,Real Estate,Charles University,46
16087,Steven,Papadopoulos-Rossi,Consumer Products & Services,University of Vienna,37
16088,Nora A. O.,Papadopoulos-Russo,IT Management,Imperial College London,25
16089,Mary T. J.,Papadopoulos-Ferrari,IT Management,"University of California, Los Angeles",36
16090,Amelia P. W.,Papadopoulos-Bianchi,Health,ETH Zurich,41
16091,Ava N. L.,Papadopoulos-Romano,Business Products & Services,University of Pennsylvania,41
16092,Matthew,Papadopoulos-Esposito,Software,Johns Hopkins University,42
16093,Timothy L. F.,Papadopoulos-Greco,Advertising & Marketing,Trinity College Dublin,53
16094,Noemi F. P.,Papadopoulos-Conti,Construction,University of Valencia,25
16095,Mark,Papadopoulos-DeLuca,Advertising & Marketing,University College Dublin,52
16096,Linda,Papadopoulos-Costa,Advertising & Marketing,University of Barcelona,40
16097,Michelle,Papadopoulos-Silva,Business Products & Services,"University of California, San Diego",46
16098,Aria F. S.,Papadopoulos-Santos,Manufacturing,University of Amsterdam,49
16099,Mark,Papadopoulos-Ferreira,Engineering,"University of California, San Diego",36
16100,Nikolai V. E.,Papadopoulos-Pereira,Advertising & Marketing,University of Manchester,46
16101,Christopher,Papadopoulos-Oliveira,IT Management,London School of Economics and Political Science,26
16102,Theo V. H.,Papadopoulos-Muller,Consumer Products & Services,University of Zurich,38
16103,Victoria B. N.,Papadopoulos-Schmidt,Construction,University of Vienna,54
16104,Andrew,Papadopoulos-Schneider,Business Products & Services,RWTH Aachen University,36
16105,Anna C. D.,Papadopoulos-Fischer,Energy,PSL University,48
16106,George K. Q.,Papadopoulos-Weber,Business Products & Services,University of Pennsylvania,46
16107,Ashley L. P.,Papadopoulos-Dubois,Government Services,University of Manchester,29
16108,Susan M. D.,Papadopoulos-Moreau,Software,Sapienza University of Rome,35
16109,Luca S. K.,Papadopoulos-Lefevre,Consumer Products & Services,University of Geneva,30
16110,Ethan Q. V.,Papadopoulos-Laurent,Health,University of Toronto,33
16111,Mason U. X.,Papadopoulos-Leroy,Software,KTH Royal Institute of Technology,45
16112,Noemi H. S.,Papadopoulos-Bernard,Retail,University of Warsaw,49
16113,Jeffrey C. R.,Papadopoulos-Petit,Health,Complutense University of Madrid,50
16114,John,Papadopoulos-Durand,Government Services,Northwestern University,24
16115,Betty,Papadopoulos-Nowak,Environmental Services,Trinity College Dublin,28
16116,Ella T. W.,Papadopoulos-Kowalski,Consumer Products & Services,National and Kapodistrian University of Athens,51
16117,Isabella D. E.,Papadopoulos-Novak,Government Services,RWTH Aachen University,41
16118,Elijah G. L.,Papadopoulos-Horvat,Logistics & Transportation,University of Cambridge,29
16119,Maria M. U.,Papadopoulos-Popescu,Financial Services,Uppsala University,26
16120,Robert,Papadopoulos-Ionescu,Advertising & Marketing,"University of California, Berkeley",42
16121,Michael,Papadopoulos-Georgiou,Human Resources,University of Geneva,40
16122,Ryan E. T.,Papadopoulos-Nikolaou,Financial Services,Sorbonne University,38
16123,Abigail I. M.,Papadopoulos-Kostas,Human Resources,"University of California, San Diego",34
16124,Margaret,Papadopoulos-Andriou,Health,University of Chicago,29
16125,Robert P. X.,Papadopoulos-Vasileiou,Retail,University of Geneva,52
16126,Anna T. N.,Georgiou-Smith,Business Products & Services,University of Glasgow,52
16127,William,Georgiou-Johnson,Consumer Products & Services,Jagiellonian University,50
16128,Elizabeth O. U.,Georgiou-Williams,Advertising & Marketing,University of British Columbia,35
16129,Charlotte Y. H.,Georgiou-Brown,Real Estate,Complutense University of Madrid,37
16130,Kimberly,Georgiou-Jones,Construction,Technical University of Munich,37
16131,Abigail F. E.,Georgiou-Garcia,Real Estate,University of Pennsylvania,45
16132,James S. F.,Georgiou-Miller,Government Services,University of Toronto,44
16133,Elijah E. F.,Georgiou-Davis,Software,Aristotle University of Thessaloniki,46
16134,Elizabeth F. T.,Georgiou-Rodriguez,Health,KTH Royal Institute of Technology,29
16135,Linda,Georgiou-Martinez,Advertising & Marketing,University of Manchester,41
16136,Ronald E. Q.,Georgiou-Hernandez,Food & Beverage,University of Porto,39
16137,Joshua,Georgiou-Lopez,Advertising & Marketing,University College Dublin,27
16138,William,Georgiou-Gonzalez,Business Products & Services,PSL University,50
16139,Lucas K. X.,Georgiou-Wilson,Business Products & Services,Delft University of Technology,32
16140,John Y. U.,Georgiou-Anderson,Retail,Sorbonne University,25
16141,James,Georgiou-Thomas,Health,"University of California, San Diego",25
16142,Maria U. L.,Georgiou-Taylor,Health,KTH Royal Institute of Technology,30
16143,Abigail J. R.,Georgiou-Moore,Travel & Hospitality,UCL (University College London),35
16144,Camila P. V.,Georgiou-Jackson,Financial Services,Harvard University,39
16145,Donna R. U.,Georgiou-Martin,Energy,Leiden University,39
16146,Oskar F. X.,Georgiou-Lee,Consumer Products & Services,University of Geneva,49
16147,Edward Q. P.,Georgiou-Perez,Advertising & Marketing,"University of California, San Diego",43
16148,Mary,Georgiou-Thompson,Advertising & Marketing,University of Michigan,48
16149,Chloe P. S.,Georgiou-White,Construction,University of Oslo,27
16150,Eleni J. F.,Georgiou-Harris,Advertising & Marketing,University of Oslo,33
16151,James,Georgiou-Sanchez,Logistics & Transportation,Complutense University of Madrid,24
16152,Jeffrey E. X.,Georgiou-Clark,Advertising & Marketing,ETH Zurich,24
16153,Karen,Georgiou-Ramirez,Real Estate,Politecnico di Milano,52
16154,Henry U. D.,Georgiou-Lewis,Advertising & Marketing,Université Paris-Saclay,54
16155,Jacob S. D.,Georgiou-Robinson,IT Management,Trinity College Dublin,50
16156,Camila U. T.,Georgiou-Walker,Retail,KTH Royal Institute of Technology,52
16157,Jessica S. X.,Georgiou-Young,Financial Services,University of Oslo,33
16158,Katerina C. W.,Georgiou-Allen,Government Services,Columbia University,51
16159,Jacob K. V.,Georgiou-King,Food & Beverage,University of British Columbia,54
16160,Charlotte I. Y.,Georgiou-Wright,Consumer Products & Services,Trinity College Dublin,30
16161,Giannis P. Y.,Georgiou-Scott,Software,University College Dublin,48
16162,Margaret F. O.,Georgiou-Torres,Manufacturing,KTH Royal Institute of Technology,46
16163,Robert,Georgiou-Nguyen,Construction,Trinity College Dublin,50
16164,Nancy,Georgiou-Hill,Software,University of Barcelona,43
16165,Ryan Q. X.,Georgiou-Flores,Financial Services,McGill University,34
16166,Kimberly L. A.,Georgiou-Green,Business Products & Services,Complutense University of Madrid,39
16167,Paul,Georgiou-Adams,Retail,University of Toronto,32
16168,Charles,Georgiou-Nelson,Health,University of Edinburgh,39
16169,Robert,Georgiou-Baker,Consumer Products & Services,Charles University,43
16170,Brian H. L.,Georgiou-Hall,Advertising & Marketing,University of Pennsylvania,52
16171,Henry B. V.,Georgiou-Rivera,IT Management,University of Warwick,53
16172,Mark Z. R.,Georgiou-Campbell,Logistics & Transportation,Harvard University,39
16173,Leon H. D.,Georgiou-Mitchell,IT Management,University of Geneva,48
16174,Ryan F. W.,Georgiou-Carter,Advertising & Marketing,University of Bristol,28
16175,Donald,Georgiou-Roberts,Software,Heidelberg University,34
16176,Alexander G. H.,Georgiou-Phillips,Consumer Products & Services,Sorbonne University,39
16177,Richard,Georgiou-Evans,Construction,Sapienza University of Rome,35
16178,Betty Y. V.,Georgiou-Turner,Retail,University of Zurich,39
16179,Robert V. O.,Georgiou-Diaz,Software,"University of California, San Diego",37
16180,John,Georgiou-Parker,Advertising & Marketing,University of Warsaw,46
16181,Sandra L. G.,Georgiou-Cruz,Insurance,University of Michigan,47
16182,Betty C. R.,Georgiou-Edwards,Human Resources,National and Kapodistrian University of Athens,53
16183,Ronald W. H.,Georgiou-Collins,Consumer Products & Services,Humboldt University of Berlin,37
16184,Jennifer,Georgiou-Reyes,Food & Beverage,Sorbonne University,53
16185,Lisa,Georgiou-Stewart,Logistics & Transportation,University of Oslo,44
16186,Robert N. A.,Georgiou-Morris,Government Services,The University of Texas at Austin,34
16187,Chloe R. V.,Georgiou-Morales,Financial Services,Princeton University,45
16188,Jason V. Y.,Georgiou-Murphy,IT System Development,UCL (University College London),35
16189,Michael,Georgiou-Cook,Business Products & Services,EPFL (École Polytechnique Fédérale de Lausanne),40
16190,James,Georgiou-Rogers,Financial Services,Massachusetts Institute of Technology,45
16191,Christopher,Georgiou-Gutierrez,Energy,Harvard University,53
16192,Abigail U. W.,Georgiou-Ortiz,IT Management,University of Glasgow,47
16193,Andrew,Georgiou-Morgan,IT System Development,Uppsala University,46
16194,Nancy,Georgiou-Cooper,Construction,Imperial College London,33
16195,Kimberly L. N.,Georgiou-Peterson,Retail,Stockholm University,45
16196,Mark S. J.,Georgiou-Bailey,IT Management,Université Paris-Saclay,43
16197,Robert,Georgiou-Reed,Advertising & Marketing,Université Paris-Saclay,42
16198,James D. D.,Georgiou-Kelly,Software,University of Bologna,54
16199,Ashley N. I.,Georgiou-Howard,Real Estate,University of Manchester,52
16200,Sandra F. V.,Georgiou-Ramos,Telecommunications,University of British Columbia,31
16201,Mateo Q. Z.,Georgiou-Kim,Advertising & Marketing,Complutense University of Madrid,31
16202,Paul I. G.,Georgiou-Cox,Business Products & Services,University of Bologna,51
16203,Noah I. P.,Georgiou-Ward,Advertising & Marketing,KU Leuven,52
16204,Ryan L. G.,Georgiou-Richardson,Construction,Stanford University,36
16205,Jason I. I.,Georgiou-Watson,Manufacturing,University of Barcelona,44
16206,Anthony,Georgiou-Brooks,Software,"University of California, Los Angeles",41
16207,Susan I. H.,Georgiou-Chavez,Business Products & Services,"University of California, Berkeley",44
16208,Michael,Georgiou-Wood,Construction,University of Barcelona,28
16209,Ava I. W.,Georgiou-James,Construction,Autonomous University of Barcelona,33
16210,Richard,Georgiou-Bennett,IT Management,Technical University of Munich,52
16211,Emily U. M.,Georgiou-Gray,Software,"University of California, San Diego",34
16212,George L. G.,Georgiou-Mendoza,IT System Development,LMU Munich,40
16213,Elizabeth,Georgiou-Ruiz,Insurance,Uppsala University,39
16214,Ronald H. O.,Georgiou-Hughes,Health,University of Bristol,53
16215,Daniel I. O.,Georgiou-Price,Business Products & Services,University of Bologna,49
16216,Ronald Z. G.,Georgiou-Rossi,Real Estate,Yale University,33
16217,Noah D. R.,Georgiou-Russo,Business Products & Services,University of Michigan,49
16218,Mark,Georgiou-Ferrari,Software,Trinity College Dublin,24
16219,Zoe Y. Y.,Georgiou-Bianchi,Advertising & Marketing,University of Toronto,32
16220,Michelle,Georgiou-Romano,Software,Sapienza University of Rome,42
16221,Karen K. K.,Georgiou-Esposito,Health,Aarhus University,36
16222,Sarah,Georgiou-Greco,Food & Beverage,University of Bristol,27
16223,Nikolai G. X.,Georgiou-Conti,Advertising & Marketing,Yale University,40
