id,name,surname,researchfield,university,age
44397,Anthony O. N.,Johnson-Ruiz-Fischer,IT System Development,University of Oslo,48
44398,Sofia S. B.,Johnson-Ruiz-Weber,Government Services,University of Toronto,26
44399,Donald,Johnson-Ruiz-Dubois,Business Products & Services,Jagiellonian University,37
44400,Zoe J. K.,Johnson-Ruiz-Moreau,Retail,University of Oxford,45
44401,Richard L. Q.,Johnson-Ruiz-Lefevre,Business Products & Services,Complutense University of Madrid,50
44402,Liam Z. P.,Johnson-Ruiz-Laurent,Retail,University of Bologna,50
44403,Richard,Johnson-Ruiz-Leroy,Construction,KTH Royal Institute of Technology,53
44404,Thomas,Johnson-Ruiz-Bernard,IT Management,Johns Hopkins University,54
44405,Chloe R. T.,Johnson-Ruiz-Petit,Business Products & Services,Aristotle University of Thessaloniki,43
44406,Noemi O. Z.,Johnson-Ruiz-Durand,Insurance,University of Barcelona,35
44407,Maria Q. M.,Johnson-Ruiz-Nowak,Advertising & Marketing,Stanford University,26
44408,Steven,Johnson-Ruiz-Kowalski,IT Management,"University of California, San Diego",26
44409,Emily,Johnson-Ruiz-Novak,Advertising & Marketing,Imperial College London,33
44410,Joseph C. O.,Johnson-Ruiz-Horvat,IT System Development,LMU Munich,48
44411,Sophia I. U.,Johnson-Ruiz-Popescu,Advertising & Marketing,Stanford University,34
44412,Grace P. M.,Johnson-Ruiz-Ionescu,Business Products & Services,The University of Texas at Austin,36
44413,Marco V. E.,Johnson-Ruiz-Papadopoulos,Business Products & Services,"University of California, Los Angeles",37
44414,Charles E. X.,Johnson-Ruiz-Georgiou,Construction,University of Barcelona,32
44415,Michael Y. I.,Johnson-Ruiz-Nikolaou,Software,Columbia University,37
44416,Anna V. X.,Johnson-Ruiz-Kostas,Financial Services,University of Oxford,54
44417,Margaret E. C.,Johnson-Ruiz-Andriou,Retail,Heidelberg University,51
44418,Jason T. F.,Johnson-Ruiz-Vasileiou,Software,The University of Texas at Austin,42
44419,Aria L. Q.,Johnson-Hughes-Smith,Health,University of Lisbon,30
44420,Karen M. F.,Johnson-Hughes-Williams,IT Management,Jagiellonian University,33
44421,Isabella Y. A.,Johnson-Hughes-Brown,Business Products & Services,Princeton University,44
44422,John,Johnson-Hughes-Jones,Government Services,Complutense University of Madrid,43
44423,Emily L. D.,Johnson-Hughes-Garcia,Environmental Services,Leiden University,34
44424,Kevin W. S.,Johnson-Hughes-Miller,Business Products & Services,University of Michigan,44
44425,Patricia E. M.,Johnson-Hughes-Davis,Government Services,Complutense University of Madrid,27
44426,Ronald G. A.,Johnson-Hughes-Rodriguez,Computer Hardware,Leiden University,26
44427,Steven,Johnson-Hughes-Martinez,Advertising & Marketing,University of Chicago,28
44428,Karen,Johnson-Hughes-Hernandez,Government Services,Columbia University,53
44429,Karen,Johnson-Hughes-Lopez,Retail,University of Cambridge,43
44430,Anthony X. B.,Johnson-Hughes-Gonzalez,Human Resources,RWTH Aachen University,54
44431,Susan X. F.,Johnson-Hughes-Wilson,IT System Development,Charles University,42
44432,Matthew O. P.,Johnson-Hughes-Anderson,Business Products & Services,"University of California, Los Angeles",44
44433,Theo X. I.,Johnson-Hughes-Thomas,Business Products & Services,Aristotle University of Thessaloniki,37
44434,Sandra,Johnson-Hughes-Taylor,Advertising & Marketing,EPFL (École Polytechnique Fédérale de Lausanne),45
44435,Amelia S. E.,Johnson-Hughes-Moore,Logistics & Transportation,University of Toronto,29
44436,Zoe P. R.,Johnson-Hughes-Jackson,Consumer Products & Services,"University of California, San Diego",52
44437,Jennifer,Johnson-Hughes-Martin,Consumer Products & Services,University of Cambridge,29
44438,Donald,Johnson-Hughes-Lee,Logistics & Transportation,École Polytechnique,25
44439,Marco A. F.,Johnson-Hughes-Perez,Construction,The University of Texas at Austin,37
44440,Joshua A. C.,Johnson-Hughes-Thompson,Real Estate,University of Toronto,25
44441,Richard,Johnson-Hughes-White,Security,Massachusetts Institute of Technology,24
44442,Paul,Johnson-Hughes-Harris,Construction,University of Patras,47
44443,Patricia,Johnson-Hughes-Sanchez,Food & Beverage,Imperial College London,47
44444,Betty,Johnson-Hughes-Clark,Consumer Products & Services,University of Pennsylvania,44
44445,Hannah V. L.,Johnson-Hughes-Ramirez,Construction,Uppsala University,27
44446,Susan,Johnson-Hughes-Lewis,Human Resources,Technical University of Munich,34
44447,Thomas,Johnson-Hughes-Robinson,Environmental Services,University of Valencia,40
44448,Jessica,Johnson-Hughes-Walker,Software,University of Edinburgh,38
44449,Michael,Johnson-Hughes-Young,Business Products & Services,Heidelberg University,41
44450,Mary,Johnson-Hughes-Allen,Human Resources,University of Oslo,32
44451,Oliver Y. Q.,Johnson-Hughes-King,Manufacturing,Technical University of Munich,29
44452,Jennifer Y. O.,Johnson-Hughes-Wright,Real Estate,University of Bologna,48
44453,Charles,Johnson-Hughes-Scott,Software,Stanford University,30
44454,Margaret M. L.,Johnson-Hughes-Torres,Advertising & Marketing,University of Zurich,43
44455,Jessica H. N.,Johnson-Hughes-Nguyen,Health,University of Michigan,48
44456,Olivia N. I.,Johnson-Hughes-Hill,Human Resources,Jagiellonian University,28
44457,Maria C. F.,Johnson-Hughes-Flores,Business Products & Services,University of Valencia,36
44458,Sophia C. G.,Johnson-Hughes-Green,Health,Aarhus University,54
44459,Daniel Y. D.,Johnson-Hughes-Adams,Travel & Hospitality,Uppsala University,36
44460,John P. V.,Johnson-Hughes-Nelson,Insurance,Politecnico di Milano,38
44461,Jennifer,Johnson-Hughes-Baker,Advertising & Marketing,Autonomous University of Barcelona,48
44462,Kimberly,Johnson-Hughes-Hall,Construction,Columbia University,30
44463,Maria X. T.,Johnson-Hughes-Rivera,Software,University of Amsterdam,39
44464,John V. Z.,Johnson-Hughes-Campbell,Retail,Massachusetts Institute of Technology,38
44465,Lea S. D.,Johnson-Hughes-Mitchell,Real Estate,Sorbonne University,42
44466,Ella U. R.,Johnson-Hughes-Carter,Construction,Stanford University,30
44467,Jennifer,Johnson-Hughes-Roberts,Advertising & Marketing,KTH Royal Institute of Technology,29
44468,Robert P. Z.,Johnson-Hughes-Phillips,Government Services,UCL (University College London),54
44469,Andrew,Johnson-Hughes-Evans,IT Management,University of British Columbia,49
44470,Giulia Q. H.,Johnson-Hughes-Turner,Health,McGill University,43
44471,Elizabeth,Johnson-Hughes-Diaz,Environmental Services,London School of Economics and Political Science,44
44472,Michael I. Z.,Johnson-Hughes-Parker,IT Management,University of Michigan,50
44473,Jessica C. B.,Johnson-Hughes-Cruz,IT Management,Jagiellonian University,31
44474,Olivia V. F.,Johnson-Hughes-Edwards,Financial Services,University of Warwick,43
44475,John,Johnson-Hughes-Collins,Engineering,PSL University,37
44476,Giannis G. A.,Johnson-Hughes-Reyes,Advertising & Marketing,University College Dublin,53
44477,Ava D. J.,Johnson-Hughes-Stewart,Advertising & Marketing,Harvard University,28
44478,Jessica V. V.,Johnson-Hughes-Morris,IT System Development,University of Cambridge,52
44479,Patricia,Johnson-Hughes-Morales,Financial Services,University of Chicago,24
44480,Thomas,Johnson-Hughes-Murphy,Construction,Jagiellonian University,31
44481,Joseph,Johnson-Hughes-Cook,Telecommunications,PSL University,30
44482,Irene H. M.,Johnson-Hughes-Rogers,Retail,Leiden University,32
44483,Kevin S. P.,Johnson-Hughes-Gutierrez,Construction,Politecnico di Milano,40
44484,Daniel,Johnson-Hughes-Ortiz,Software,University of British Columbia,53
44485,Karen,Johnson-Hughes-Morgan,Real Estate,KTH Royal Institute of Technology,33
44486,Kimberly,Johnson-Hughes-Cooper,Health,Harvard University,53
44487,Giannis E. Z.,Johnson-Hughes-Peterson,Retail,Autonomous University of Barcelona,34
44488,Mia Q. Y.,Johnson-Hughes-Bailey,IT Management,EPFL (École Polytechnique Fédérale de Lausanne),29
44489,Anthony W. O.,Johnson-Hughes-Reed,Food & Beverage,Politecnico di Milano,46
44490,Ashley X. P.,Johnson-Hughes-Kelly,Energy,Uppsala University,49
44491,Paul P. M.,Johnson-Hughes-Howard,Business Products & Services,Carnegie Mellon University,49
44492,Oskar U. K.,Johnson-Hughes-Ramos,Software,University College Dublin,32
44493,John,Johnson-Hughes-Kim,Energy,The University of Texas at Austin,39
44494,Matthew R. M.,Johnson-Hughes-Cox,Real Estate,McGill University,34
44495,Mary,Johnson-Hughes-Ward,Construction,University of Barcelona,34
44496,Charlotte R. T.,Johnson-Hughes-Richardson,Advertising & Marketing,Imperial College London,51
44497,Kevin X. H.,Johnson-Hughes-Watson,Telecommunications,University of Bologna,37
44498,Susan T. W.,Johnson-Hughes-Brooks,Construction,ETH Zurich,35
44499,John,Johnson-Hughes-Chavez,Government Services,Autonomous University of Barcelona,44
44500,Elijah A. C.,Johnson-Hughes-Wood,Business Products & Services,University of Valencia,47
44501,Patricia,Johnson-Hughes-James,IT Management,ETH Zurich,53
44502,Mary U. K.,Johnson-Hughes-Bennett,Insurance,Carnegie Mellon University,28
44503,Luca N. C.,Johnson-Hughes-Gray,Software,University of Bologna,34
44504,Jason E. D.,Johnson-Hughes-Mendoza,Retail,RWTH Aachen University,47
44505,Grace N. F.,Johnson-Hughes-Ruiz,Government Services,University of Bristol,47
44506,James,Johnson-Hughes-Price,Software,California Institute of Technology,36
44507,Eleni I. Z.,Johnson-Hughes-Rossi,IT Management,University of Glasgow,45
44508,Sandra,Johnson-Hughes-Russo,Security,University of Oxford,45
44509,Kimberly J. F.,Johnson-Hughes-Ferrari,Software,Uppsala University,40
44510,Emily D. Q.,Johnson-Hughes-Bianchi,Software,University of Pennsylvania,33
44511,Barbara X. Z.,Johnson-Hughes-Romano,Business Products & Services,Eindhoven University of Technology,30
44512,Katerina A. M.,Johnson-Hughes-Esposito,Consumer Products & Services,University of Barcelona,45
44513,David,Johnson-Hughes-Greco,Government Services,UCL (University College London),52
44514,Charles,Johnson-Hughes-Conti,Real Estate,Humboldt University of Berlin,51
44515,Henry Q. J.,Johnson-Hughes-DeLuca,Business Products & Services,University of Vienna,46
44516,Michael I. Q.,Johnson-Hughes-Costa,Education,Stockholm University,50
44517,Matthew,Johnson-Hughes-Silva,Advertising & Marketing,University of Porto,44
44518,Evelyn L. H.,Johnson-Hughes-Santos,IT System Development,"University of California, Berkeley",26
44519,Kevin V. O.,Johnson-Hughes-Ferreira,Financial Services,"University of California, San Diego",40
44520,Noemi M. X.,Johnson-Hughes-Pereira,Security,UCL (University College London),36
44521,Isabella H. H.,Johnson-Hughes-Oliveira,Real Estate,Uppsala University,54
44522,Daniel,Johnson-Hughes-Muller,IT System Development,École Polytechnique,33
44523,Michelle,Johnson-Hughes-Schmidt,IT System Development,University of Bologna,26
44524,Donald H. A.,Johnson-Hughes-Schneider,IT Management,Delft University of Technology,24
44525,Lea S. S.,Johnson-Hughes-Fischer,Advertising & Marketing,London School of Economics and Political Science,50
44526,Margaret P. K.,Johnson-Hughes-Weber,Financial Services,Imperial College London,43
44527,Robert B. N.,Johnson-Hughes-Dubois,Human Resources,McGill University,51
44528,Barbara O. V.,Johnson-Hughes-Moreau,Real Estate,RWTH Aachen University,41
44529,Jessica H. T.,Johnson-Hughes-Lefevre,Government Services,UCL (University College London),32
44530,Anthony M. D.,Johnson-Hughes-Laurent,Financial Services,University of Bristol,33
44531,Michelle,Johnson-Hughes-Leroy,Business Products & Services,University of Vienna,41
44532,Linda Z. J.,Johnson-Hughes-Bernard,IT System Development,Johns Hopkins University,32
44533,Oskar Y. G.,Johnson-Hughes-Petit,Advertising & Marketing,University of Vienna,31
44534,Joshua,Johnson-Hughes-Durand,Financial Services,"University of California, Los Angeles",40
44535,Marco K. P.,Johnson-Hughes-Nowak,Consumer Products & Services,University of Helsinki,48
44536,Daniel P. J.,Johnson-Hughes-Kowalski,Consumer Products & Services,University of Copenhagen,36
44537,Aria F. N.,Johnson-Hughes-Novak,Financial Services,Princeton University,54
44538,Joseph,Johnson-Hughes-Horvat,IT System Development,Technical University of Munich,40
44539,Ella E. H.,Johnson-Hughes-Popescu,Human Resources,Heidelberg University,27
44540,Oliver E. D.,Johnson-Hughes-Ionescu,Consumer Products & Services,University of Oslo,27
44541,Andrew T. H.,Johnson-Hughes-Papadopoulos,Logistics & Transportation,University of Porto,49
44542,Marco C. X.,Johnson-Hughes-Georgiou,Advertising & Marketing,University of Warwick,34
44543,Charles,Johnson-Hughes-Nikolaou,Real Estate,University of Toronto,47
44544,Christopher X. U.,Johnson-Hughes-Kostas,Retail,Stanford University,39
44545,Anthony T. C.,Johnson-Hughes-Andriou,Business Products & Services,Columbia University,32
44546,Sarah,Johnson-Hughes-Vasileiou,Food & Beverage,Massachusetts Institute of Technology,38
44547,Kevin B. T.,Johnson-Price-Smith,Retail,Columbia University,40
44548,Donald,Johnson-Price-Williams,IT Management,The University of Texas at Austin,48
44549,Charles H. F.,Johnson-Price-Brown,Construction,University of Amsterdam,51
44550,Susan,Johnson-Price-Jones,Construction,Harvard University,43
44551,Margaret,Johnson-Price-Garcia,Advertising & Marketing,Delft University of Technology,49
44552,Henry L. J.,Johnson-Price-Miller,Telecommunications,KU Leuven,54
44553,Matthew W. Y.,Johnson-Price-Davis,Energy,Harvard University,42
44554,Lisa,Johnson-Price-Rodriguez,Business Products & Services,Complutense University of Madrid,36
44555,Olivia Z. H.,Johnson-Price-Martinez,Logistics & Transportation,Autonomous University of Barcelona,49
44556,Thomas,Johnson-Price-Hernandez,Health,Autonomous University of Barcelona,48
44557,Andrew B. K.,Johnson-Price-Lopez,Software,"University of California, San Diego",45
44558,Steven,Johnson-Price-Gonzalez,Construction,University of Edinburgh,26
44559,Donna Y. Z.,Johnson-Price-Wilson,Consumer Products & Services,Humboldt University of Berlin,51
44560,Abigail P. I.,Johnson-Price-Anderson,Retail,California Institute of Technology,25
44561,Edward L. L.,Johnson-Price-Thomas,Environmental Services,University of Toronto,25
44562,Elizabeth,Johnson-Price-Taylor,Business Products & Services,University of Vienna,33
44563,John T. I.,Johnson-Price-Moore,Business Products & Services,Stanford University,31
44564,Mark,Johnson-Price-Jackson,Human Resources,KTH Royal Institute of Technology,25
44565,Charlotte F. T.,Johnson-Price-Martin,Business Products & Services,Complutense University of Madrid,51
44566,Robert M. V.,Johnson-Price-Lee,Retail,University of Lisbon,43
44567,Lisa,Johnson-Price-Perez,IT Management,Georgia Institute of Technology,36
44568,Ronald X. M.,Johnson-Price-Thompson,Software,Yale University,34
44569,Karen,Johnson-Price-White,Retail,RWTH Aachen University,31
44570,Karen,Johnson-Price-Harris,Travel & Hospitality,Aristotle University of Thessaloniki,35
44571,Alexander P. N.,Johnson-Price-Sanchez,Media,University of Oslo,27
44572,Edward A. F.,Johnson-Price-Clark,Construction,Aristotle University of Thessaloniki,53
44573,Matthew,Johnson-Price-Ramirez,Health,University of Oslo,32
44574,Margaret,Johnson-Price-Lewis,Health,Technical University of Munich,32
44575,Donna,Johnson-Price-Robinson,Construction,University College Dublin,46
44576,Elena I. S.,Johnson-Price-Walker,Food & Beverage,Duke University,41
44577,Joseph,Johnson-Price-Young,Human Resources,University of Vienna,31
44578,William I. X.,Johnson-Price-Allen,Health,Autonomous University of Barcelona,24
44579,Karen E. C.,Johnson-Price-King,Logistics & Transportation,University of Cambridge,37
44580,Henry Z. D.,Johnson-Price-Wright,Travel & Hospitality,University of Warwick,32
44581,Donna Z. Z.,Johnson-Price-Scott,Software,University of Pennsylvania,45
44582,Noemi P. A.,Johnson-Price-Torres,Government Services,Technical University of Munich,39
44583,Grace M. P.,Johnson-Price-Nguyen,Construction,UCL (University College London),42
44584,Jacob X. H.,Johnson-Price-Hill,Real Estate,University of British Columbia,28
44585,John,Johnson-Price-Flores,Advertising & Marketing,University of Edinburgh,30
44586,Charles Q. Q.,Johnson-Price-Green,Advertising & Marketing,Massachusetts Institute of Technology,32
44587,Jason T. W.,Johnson-Price-Adams,Construction,Stockholm University,35
44588,Edward D. Q.,Johnson-Price-Nelson,Education,University of Copenhagen,44
44589,Ethan W. B.,Johnson-Price-Baker,Media,University of Chicago,30
44590,Kimberly,Johnson-Price-Hall,Retail,University of Edinburgh,39
44591,Robert,Johnson-Price-Rivera,Consumer Products & Services,KTH Royal Institute of Technology,30
44592,Thomas,Johnson-Price-Campbell,Construction,University of Pennsylvania,54
44593,David,Johnson-Price-Mitchell,Telecommunications,KU Leuven,32
44594,Sarah Z. R.,Johnson-Price-Carter,IT Management,University of Warwick,43
44595,Christopher,Johnson-Price-Roberts,Health,University of Oslo,28
44596,Giannis G. U.,Johnson-Price-Phillips,Business Products & Services,Complutense University of Madrid,38
44597,Ashley,Johnson-Price-Evans,Government Services,ETH Zurich,35
44598,Kimberly,Johnson-Price-Turner,Business Products & Services,Yale University,42
44599,Nancy,Johnson-Price-Diaz,Consumer Products & Services,University of Barcelona,27
44600,Katerina G. N.,Johnson-Price-Parker,Retail,RWTH Aachen University,43
44601,Olivia Q. T.,Johnson-Price-Cruz,Media,University College Dublin,24
44602,Ryan Y. X.,Johnson-Price-Edwards,Consumer Products & Services,University of British Columbia,28
44603,Edward P. B.,Johnson-Price-Collins,IT System Development,University of Valencia,33
44604,Paul,Johnson-Price-Reyes,Financial Services,Columbia University,50
44605,Edward X. D.,Johnson-Price-Stewart,Real Estate,University of British Columbia,36
44606,Anna E. J.,Johnson-Price-Morris,Financial Services,Princeton University,33
44607,Isabella U. C.,Johnson-Price-Morales,Health,University of British Columbia,40
44608,Nora K. L.,Johnson-Price-Murphy,Financial Services,University of Lisbon,40
